penalty_id,race_id,driver_id,penalty_type,penalty_points,description
491,2020,770,Drive-through,10,Participant window Mr head simple campaign because option.
492,2433,414,Time Penalty,4,Society one chair various.
493,497,2010,Stop-and-go,1,Couple bag attorney.
494,2320,1940,Stop-and-go,5,Finally reduce challenge door federal office western view.
495,2023,1728,Stop-and-go,3,Floor piece check catch born standard.
496,2930,1349,Time Penalty,10,House market standard ever discussion usually pull.
497,2475,293,Time Penalty,4,Determine generation themselves weight.
498,2832,2904,Stop-and-go,6,Receive understand above computer.
499,1266,1526,Time Penalty,6,Right bag population our former performance.
500,1838,1165,Drive-through,8,Wonder unit her before.
501,829,2754,Time Penalty,8,Interesting movie parent buy glass find how evidence.
502,1040,1471,Stop-and-go,2,Ten anything sea help necessary.
503,2848,1062,Time Penalty,5,Boy attorney seven one.
504,825,1511,Stop-and-go,2,Act manage every himself drug.
505,161,588,Stop-and-go,2,End necessary apply.
506,1125,1638,Stop-and-go,9,Ask plant season claim moment laugh loss.
507,2551,1616,Time Penalty,8,Leg candidate thus appear.
508,1743,2900,Time Penalty,8,Maybe ever drive.
509,2648,303,Time Penalty,2,Company natural meet learn camera.
510,2816,1366,Stop-and-go,2,Question another development age clearly.
511,2766,1030,Stop-and-go,4,Upon age quality husband wear international.
512,1380,839,Time Penalty,5,Easy nearly trial draw eye.
513,2957,2214,Time Penalty,4,Growth ready bill.
514,1887,617,Drive-through,3,Number bring customer fact.
515,551,391,Time Penalty,3,Mouth from force significant compare.
516,91,734,Drive-through,1,Have use pull green wrong account artist tell.
517,32,2302,Stop-and-go,1,Community walk fight indicate.
518,2684,1491,Stop-and-go,4,Throw activity yes candidate tax floor.
519,1565,2664,Time Penalty,0,Risk consider life.
520,1999,2620,Time Penalty,0,Both growth her service record dinner federal.
521,1855,2855,Stop-and-go,10,Player police computer station material.
522,1293,1376,Time Penalty,9,Someone discover actually music.
523,1386,898,Drive-through,4,Bank approach rest baby.
524,602,1959,Time Penalty,8,Subject beat decade.
525,1594,2337,Stop-and-go,10,Cultural stop pressure tax music behavior receive right.
526,1110,2314,Drive-through,1,Across month happen trouble research wrong information.
527,1367,880,Time Penalty,6,Decision likely foreign language.
528,115,1789,Time Penalty,1,Prevent real like dog personal admit far.
529,1899,2093,Stop-and-go,6,Trouble tonight participant room player stay television.
530,497,1675,Stop-and-go,6,Design manage speak day music trouble.
531,2945,1663,Stop-and-go,3,No tough pass happen place alone.
532,582,1919,Drive-through,5,But attention true series Mr federal.
533,681,581,Stop-and-go,4,Your meeting whatever effort.
534,1043,690,Drive-through,9,Past help experience history whose world sea.
535,102,1715,Time Penalty,0,Teacher eight black method.
536,433,2031,Time Penalty,6,Employee customer suffer table force say.
537,1796,593,Stop-and-go,3,Culture really appear.
538,1016,1942,Drive-through,3,Her despite yes.
539,2659,1388,Stop-and-go,9,Again wait enter light especially.
540,1788,1799,Time Penalty,5,Tree past debate agent enough.
541,731,1897,Stop-and-go,6,Memory red price surface sit.
542,1835,1076,Drive-through,3,Brother break main street.
543,1504,2589,Time Penalty,7,Answer although chance model painting magazine.
544,2395,154,Drive-through,7,Clearly hear option share pressure TV summer.
545,2714,2598,Time Penalty,8,Three which new live how simple.
546,778,1847,Time Penalty,10,War laugh institution send new since.
547,568,2117,Drive-through,10,Each effect increase cover indicate store night to.
548,1806,2302,Stop-and-go,1,Baby final whom exactly.
549,2742,2943,Time Penalty,2,Course music project officer write then special.
550,287,417,Stop-and-go,9,Major matter record author for analysis.
551,2452,1040,Stop-and-go,0,What hard although reveal some hold.
552,2868,733,Drive-through,9,Continue stay next day detail quickly challenge.
553,1788,1828,Stop-and-go,1,Field range white gas consider person.
554,611,1333,Stop-and-go,1,Traditional sea house move forward guy care.
555,12,689,Time Penalty,9,Production practice phone thousand moment local practice.
556,729,2737,Time Penalty,6,Person foot teacher laugh start nature.
557,144,1148,Drive-through,3,Task coach grow stop.
558,363,1270,Time Penalty,6,Put short we decide item alone almost.
559,40,134,Stop-and-go,9,Behind author evening manager between.
560,987,1185,Time Penalty,7,Effect Mr training interest price garden community.
561,1707,1620,Time Penalty,2,Face car everybody hard.
562,1196,2699,Stop-and-go,5,Prevent adult woman high assume white special.
563,147,293,Time Penalty,8,Health animal much safe major.
564,243,2280,Stop-and-go,5,About high form thousand eye.
565,2040,202,Stop-and-go,8,Paper lay that recently.
566,914,1097,Stop-and-go,4,Assume with social right his short rich.
567,2846,2814,Drive-through,1,Should on nation operation property old.
568,1152,1667,Time Penalty,6,Citizen exist energy key live manage.
569,1009,2083,Drive-through,0,Wear according now above choose.
570,393,2329,Time Penalty,7,Go far get right as evening camera cut.
571,2561,2181,Time Penalty,1,Mr one individual lay.
572,772,278,Stop-and-go,8,Identify building power travel gas.
573,2810,758,Time Penalty,7,Candidate seek hospital that.
574,823,264,Time Penalty,3,Office between history write.
575,898,224,Time Penalty,10,Society choice television watch.
576,1166,2648,Time Penalty,5,Discussion national somebody provide.
577,491,1730,Time Penalty,10,Win society south task kid south consumer.
578,2240,2428,Drive-through,10,Feeling chance white event look ground.
579,2534,787,Drive-through,4,Beautiful drug majority sell standard however.
580,2150,2863,Stop-and-go,3,Computer account maintain street floor.
581,703,2703,Drive-through,2,Sister foreign price future water.
582,2573,1584,Drive-through,1,One full fast bit.
583,1845,1974,Drive-through,9,Article hand major doctor class speak also.
584,1566,1784,Time Penalty,7,Sometimes right treat likely section very.
585,1093,644,Time Penalty,4,Eat others practice door mention instead certain.
586,1531,601,Drive-through,8,Newspaper follow reason site join power eight.
587,2899,1190,Stop-and-go,4,Stuff rise help.
588,2667,570,Time Penalty,0,Popular people work may him.
589,1571,1143,Stop-and-go,2,Page property end car.
590,1073,1300,Drive-through,2,Training bad lawyer fine tell instead campaign.
591,2291,875,Drive-through,2,Land pass watch without growth magazine evidence.
592,2959,1473,Time Penalty,7,What agreement break just outside open.
593,1700,2496,Stop-and-go,3,Artist wait decade turn nothing out activity within.
594,359,2345,Stop-and-go,2,Middle send quality hour.
595,2241,1318,Stop-and-go,9,Describe force stage.
596,2832,2443,Stop-and-go,5,She measure message.
597,2036,570,Stop-and-go,7,Miss thus prove certainly say.
598,1586,1556,Stop-and-go,0,Later then fill sense middle whatever state.
599,1134,441,Time Penalty,5,Trip available production pass.
600,593,266,Drive-through,3,Land job staff.
601,221,1429,Time Penalty,3,Minute put to to writer former deep buy.
602,976,2912,Time Penalty,5,Continue use many quite Mrs particularly deal happen.
603,2553,2188,Time Penalty,9,Once despite wife less machine than.
604,379,2712,Drive-through,3,Lose million western.
605,52,2284,Stop-and-go,2,Key foreign draw red his stay save.
606,2299,2637,Drive-through,1,Create for moment she about.
607,1872,2675,Stop-and-go,8,Send like huge seven.
608,2574,1971,Stop-and-go,7,Carry since visit situation audience involve Mr.
609,1545,2502,Stop-and-go,10,Sure interest church medical from floor.
610,377,980,Drive-through,9,Surface whom side both forget hair.
611,894,204,Time Penalty,4,Moment wait appear organization race news.
612,1004,332,Drive-through,8,State support shoulder prepare relationship house anything.
613,2289,411,Stop-and-go,5,Return human wide base.
614,1693,1383,Stop-and-go,7,Research several sound leave ahead number.
615,1746,2144,Stop-and-go,9,Although many its message send them.
616,178,2037,Stop-and-go,10,Many heart ten light hair reflect responsibility week.
617,1620,1668,Drive-through,5,Consumer resource long respond let.
618,1895,157,Stop-and-go,8,Turn claim official soon floor get.
619,2024,1089,Drive-through,8,Together beat create report popular western report.
620,35,252,Time Penalty,0,National prepare political yeah series.
621,880,2768,Drive-through,10,Recognize hair really ago something something direction.
622,2651,1698,Drive-through,8,Change so easy also.
623,1033,403,Drive-through,5,Issue myself yes positive health.
624,2534,1071,Stop-and-go,1,Participant child thus our hear bed.
625,2671,1601,Drive-through,0,Appear with in why.
626,1170,1908,Drive-through,2,Above reach image interesting.
627,1946,2918,Stop-and-go,10,Increase agree likely watch impact.
628,27,206,Time Penalty,5,Seven whom other may manager dog.
629,586,1874,Drive-through,0,Sure range wear support yourself language.
630,2059,985,Time Penalty,10,On piece either western military remember.
631,2141,1418,Drive-through,10,Six store often claim future.
632,1439,2890,Time Penalty,9,Study Mr story.
633,2866,961,Time Penalty,2,City too seem meeting.
634,2246,1015,Drive-through,0,Keep get easy can.
635,708,1816,Drive-through,3,Somebody among arm cost international laugh example.
636,2345,2714,Drive-through,7,Offer deep right trial.
637,2454,433,Drive-through,5,But this small now end.
638,218,256,Time Penalty,5,Energy near group.
639,2631,1502,Time Penalty,7,Young effort class strong forward win investment know.
640,2957,2398,Time Penalty,10,Goal such rule two million.
641,1657,2671,Time Penalty,7,Environment hot everything he.
642,1810,2918,Drive-through,0,Hand expect red dinner later time drop.
643,663,2564,Stop-and-go,4,Quality community ability visit actually girl.
644,447,2269,Stop-and-go,10,Keep degree either live many another see.
645,994,2235,Stop-and-go,9,Together its will thought left serious shake place.
646,2984,2871,Stop-and-go,7,Ago value soldier laugh main.
647,2092,2325,Time Penalty,8,Say mouth election push task surface.
648,945,2875,Drive-through,1,Minute less second physical defense.
649,364,1243,Drive-through,7,Particular administration list fund around soon behind.
650,2764,1126,Time Penalty,8,Young thus away ground least.
651,676,1241,Time Penalty,8,Oil spring oil physical send growth.
652,1100,2661,Drive-through,3,Week simple hold road air assume.
653,2381,2875,Stop-and-go,10,Care personal table happen social student address no.
654,569,2808,Drive-through,3,Matter goal heavy modern how.
655,2409,2030,Drive-through,10,Grow imagine next single.
656,2715,717,Stop-and-go,2,Boy source difficult manager.
657,1146,1613,Stop-and-go,5,Here leader claim.
658,944,2398,Time Penalty,4,Often receive man heart thing analysis another.
659,3,637,Drive-through,1,Market discuss kind purpose eight would spend.
660,2686,1534,Stop-and-go,8,Really scene base season toward culture cover.
661,1423,1517,Drive-through,2,Night quite will himself create degree community seek.
662,1835,1424,Time Penalty,2,True yeah me cost view.
663,2288,1555,Drive-through,8,Evidence pick medical radio.
664,932,2216,Time Penalty,0,President year by rest since understand.
665,1348,163,Time Penalty,6,Three money threat campaign worry.
666,1183,1693,Stop-and-go,6,Hand around just fund indicate with feeling.
667,920,2327,Stop-and-go,9,Involve level understand board improve.
668,2366,2541,Time Penalty,4,Wind not sign get.
